정류장명,위도,경도
배을마을입구,35.93120193,127.1440822
양야리경로당,35.93280435,127.2055729
배을마을입구,35.93137801,127.1437891
배을마을입구,35.93168,127.1439481
배을마을입구,35.93175899,127.1441274
보상마을,35.9319952,127.168542
보상마을,35.9320858,127.1686913
원수계리,35.93268856,127.1251596
원수계리,35.93270207,127.1253962
학동마을,35.93280133,127.1004065
학동마을,35.93294383,127.1004242
영광맨션,35.93329315,127.1677861
용진대영아파트,35.93370355,127.1731651
신중리,35.93396888,127.1516618
용진대영아파트,35.93394059,127.1729183
청등마을,35.93462304,127.1120734
청등마을,35.93464277,127.1118894
봉동신기마을,35.93479253,127.1557163
정산마을,35.93498615,127.1038317
봉동신기마을,35.93495534,127.155716
정산마을,35.9351126,127.1037169
서두입구,35.93499338,127.152572
서두입구,35.9351225,127.1527704
신평,35.77300645,127.1192303
상관농협로컬푸드,35.77409709,127.2052632
정수리,35.78447802,127.2520344
대율리입구,35.7861173,127.029535
전라감영.완산경찰서,35.81548195,127.1459731
영생고 전주대사대부고,35.816115,127.094854
근영여고,35.816998,127.122765
재전,35.81850626,127.205516
효자로전북도청,35.818896,127.107954
도토리골다리,35.82025314,127.1365722
신마산,35.8209793,127.0273084
전주초교.객리단길,35.821487,127.14013
개태마을,35.8218052,127.0312898
삼태마을,35.822478,127.042068
전주고등학교,35.824177,127.152672
어은골,35.8244614,127.1322076
경찰청,35.82516699,127.1048125
경찰청,35.825319,127.104853
삼천주공4.5단지,35.792558,127.114348
용흥초등학교,35.793604,127.112251
국립전주보훈요양원,35.794022,127.069899
석산마을입구,35.7949206,127.0859259
폭포산장,35.79639292,127.1902501
삼천신일아파트,35.797355,127.131091
완산소방서,35.7985201,127.1175094
풍남중,35.79917526,127.1170135
민목리,35.81224098,127.25296
이랑둥지,35.81258379,127.3173265
삼태동,35.81360615,127.0408292
삼태동,35.81386724,127.0408021
전동성당.한옥마을,35.81462071,127.1483569
용정마을,35.68431501,127.2628399
산정마을,35.69546834,127.2500865
구이면사무소,35.73152551,127.1198208
구이중,35.7342099,127.1204496
용정마을,35.75515003,127.0010114
소용마을입구,35.76098149,127.1584661
삼천세경아파트,35.80080631,127.1225106
삼경사,35.802012,127.154627
동둔마을,35.80283064,127.01588
효자4동주민센터,35.80349,127.097976
삼산리,35.80430504,127.0747208
거마평로안행교,35.80577968,127.1166171
정혜사_,35.80611125,127.1340767
효자주공3단지,35.80703339,127.1309039
효자휴먼시아 1단지,35.80884905,127.0967214
국립무형유산원,35.809198,127.158042
용진주유소,35.87831178,127.1567391
농은마을,35.88000647,127.1505162
완주대대,35.88721297,127.2340153
진기마을,35.88856377,127.0968572
신중마을,35.89511686,127.1423838
서계마을,35.89742758,127.1432616
송정마을,35.91206866,127.1216773
동양아파트.중산신협본점,35.82664947,127.1368447
서신성당,35.82708,127.118903
서신신협,35.827569,127.115947
진북현대아파트.북전주세무서,35.82873738,127.1309102
행화촌마을,35.8611195,126.9148188
차량등록사업소,35.86637629,127.1477452
호남제일문,35.867667,127.071127
구억마을,35.86818835,127.1646415
사단앞,35.87086132,127.1321193
송천정보학교,35.875561,127.125978
반월동 삼오아파트,35.873888,127.07029
폐지승강장,35.8747419,127.1422947
한국은행.전북청소년상담센터,35.830433,127.139175
전북청소년상담센터,35.83141844,127.1387167
숲정이성당,35.83188092,127.1301771
화평,35.83217988,127.1582425
서곡초교,35.83287355,127.0997053
모래내시장,35.83305726,127.1454977
서신남양아파트,35.83367417,127.1152634
서곡엘지아파트.서곡현대아파트,35.83425003,127.0986843
도리실마을,35.83490253,126.9652228
전주생명과학고등학교,35.83506423,127.1475927
온고을로서곡교,35.83486474,127.1079353
도립국악원,35.849157,127.119015
산천수목원입구,35.9787832,127.3004034
산천수목원입구,35.9788599,127.3004475
은천마을,35.99116,127.3189715
은천마을,35.991223,127.3188604
삼전2리마을,36.0929158,127.1652149
원평종점,35.7099162,126.9911058
국민연금공단,35.838914,127.069663
국민연금공단,35.838614,127.069781
만성퍼스트리움,35.837659,127.073815
만성퍼스트리움,35.836705,127.075049
지사울공원,35.82961498,127.0181453
지사울공원,35.82970673,127.0183434
한국전기안전공사본사,35.834896,127.055576
한국전기안전공사본사,35.835161,127.055748
혁신상가네거리,35.835926,127.059599
혁신상가네거리,35.836074,127.059664
대방빌딩,35.838279,127.06109
호반더센트럴,35.838492,127.061187
동암차돌학교,35.810823,127.093771
동암차돌학교,35.810855,127.094141
전주대학교정문,35.812998,127.093931
전주대학교정문,35.812484,127.0942
시외고속간이터미널,35.87033,127.068676
시외고속간이터미널,35.870356,127.069416
월평마을,35.834256,127.073938
월평마을,35.8344,127.0744
엘에스엠트론기술교육아카데미,35.95407774,127.148027
엘에스엠트론기술교육아카데미,35.95431521,127.1484679
추동마을입구,35.95132603,127.1526453
추동마을입구,35.95156098,127.1527314
은하교,35.94636873,127.1591051
양화교회,35.94917037,127.2011306
천호동,36.02835138,127.1280743
상운암,35.6595778,127.159177
석전리,35.92110551,127.1050016
삼봉행복주택아파트,35.92368641,127.1137085
신중리,35.93421416,127.1515209
주동교,35.93512699,127.1419198
서계마을,35.7718368,126.9972955
부평,35.77807388,127.1186598
남노작은도서관,35.81952812,127.1573035
아중체련공원.인후부영5차아파트,35.82439205,127.1679461
정자리삼거리,35.64131523,127.1035489
원평터미널,35.71225564,126.9920055
두방마을,35.74632438,127.1208747
삼태마을,35.87740718,127.2141192
암실,35.8848803,127.066393
전당리,35.88983,127.126209
조사마을,35.900191,127.0944833
고천마을,35.91286372,127.1398601
서부신시가지아이파크,35.82730591,127.1057448
덕동,35.86582356,127.013865
전주IC,35.87437912,127.0615183
고용노동부전주지청,35.835093,127.164688
다리경로당,35.8819524,127.2575132
다리경로당,35.8819391,127.2576628
원암마을,35.8775209,127.2574824
원암마을,35.8774851,127.2576155
화신마을,35.8912943,127.0369416
대한민국술테마박물관,35.7285834,127.1363336
송천동종점,35.8699041,127.1093354
메가월드,35.8698105,127.112454
도덕골,35.8309758,127.1530049
도덕골,35.8309031,127.152817
전주시양묘장,35.8241393,127.1794784
전주시양묘장,35.8242298,127.1795887
송천동종점,35.869702,127.108631
승화원입구_,35.82448611,127.0932112
삼천동종점,35.8018819,127.0796587
한일베라체아파트,35.844915,127.062228
전북정신건강복지센터,35.847522,127.08376
JTV전주방송,35.846304,127.082795
중화산영무예다음현대아파트,35.811107,127.131734
삼천동종점,35.8016922,127.0795712
중화산동오페라하우스,35.811081,127.132051
한일베라체아파트,35.845367,127.06211
전북대학교종점,35.8470199,127.1288138
혁신도시입구,35.824255,127.070242
신덕마을,35.7844056,127.0724211
신덕마을,35.7843513,127.0723716
상용화기술센터,35.858398,127.086647
상용화기술센터,35.858655,127.087027
전북테크노파크,35.859081,127.083605
전북테크노파크,35.8593694,127.0824621
마당재사거리,35.8238429,127.1614752
설경마을,35.8807898,127.1934476
실로암의집,35.8800836,127.1887863
상관전,35.8755938,127.1888592
상관전,35.8758466,127.1890133
관전마을,35.8721958,127.1892934
하관전,35.868309,127.1889431
하관전,35.8681741,127.1890765
상분토,35.8680669,127.2289228
상분토,35.8681382,127.2285681
단지,35.9340741,127.2688715
단지,35.9340647,127.2687053
백운암마을,35.895453,127.2419025
백운암마을,35.8956511,127.2417911
대흥리,35.87953219,127.2438021
대흥리,35.87932697,127.2438928
동부대로고려병원,35.840845,127.16803
동부대로고려병원,35.840712,127.168593
황조리마을,35.8837206,127.3131117
황조리마을,35.8839368,127.3129561
솔바우농원,35.91516182,127.3062781
솔바우농원,35.91514431,127.3060731
대야,35.7927383,127.0425349
전통춤전수관,35.77744436,127.2301822
전통춤전수관,35.77748018,127.2303012
한국국토정보공사,35.838649,127.065087
한국국토정보공사,35.838457,127.065098
전북도립미술관,35.7291346,127.1099465
전북도립미술관,35.7291083,127.1101678
신봉마을,35.8384328,127.2207213
신봉마을,35.8384862,127.2204443
원내월마을,36.0152078,127.1400752
대성동도로교통공단,35.8009501,127.1709477
아너센트럴신원리브웰,35.801166,127.126649
삼천세경아파트,35.80126696,127.1227453
위더스골프클럽,35.801654,127.097413
성예요양원,35.80146549,127.0764239
삼경사,35.801974,127.154738
성예요양원,35.80152554,127.0764706
효자광진공작아파트,35.80141,127.126901
혁신도시입구,35.826282,127.070596
기전중.기전여고,35.825249,127.10083
마전교.본병원,35.82531421,127.1150546
상림마을,35.82541993,127.0626731
상림마을,35.82542606,127.0624969
유연로중산공원,35.82543987,127.1209499
호반베르디움아파트,35.82539224,127.1083131
마전교.본병원,35.82548646,127.1149634
인후아남아파트입구,35.82506008,127.166846
대우빌딩,35.82578923,127.1465455
삼바실,35.78837279,127.0373407
삼바실,35.78840716,127.0385237
평화삼성강남아파트,35.78844676,127.1307378
평화삼성강남아파트,35.78842983,127.130503
평화동신성마을,35.7886,127.13535
양석동,35.78858873,127.0473638
평화동신성마을,35.788283,127.135001
양석동,35.78864571,127.0475284
부남마을,35.78864799,127.193633
부남마을,35.78923161,127.1937055
삼천대왕장미아파트,35.78977178,127.1169688
신성양로원,35.790489,127.105433
신성양로원,35.79029564,127.1053027
신성초교 평화건강생활지원센터,35.79047373,127.1356314
금천,35.79066021,127.0420061
금천,35.790357,127.041559
마동,35.79071324,127.0664723
마동,35.79073776,127.065389
주공4단지.꽃밭정이아파트,35.79083606,127.1312782
삼천대왕장미아파트,35.791181,127.116838
마산,35.79121792,127.0586711
평화우체국 평화건강생활지원센터,35.79132522,127.1361723
마산,35.79146435,127.058511
주공4단지.꽃밭정이아파트,35.79175305,127.1317749
삼천주공4.5단지,35.792262,127.114938
한솔재활요양병원,35.79232349,127.1179545
한솔재활요양병원,35.792599,127.117669
용산리,35.79272062,127.1064242
농협공판장,35.7926686,127.1092412
용산리,35.79290885,127.1064786
농협공판장,35.792219,127.110411
평화동신아파트,35.793152,127.122502
모정마을,35.79308925,127.2294436
평화동신아파트,35.79336774,127.1222241
모정마을,35.793247,127.229514
평화코오롱아파트,35.79356814,127.132253
양지중학교,35.793796,127.125383
양지중학교,35.79380545,127.1241531
용흥초등학교,35.793835,127.112224
대문안,35.79408791,127.047508
삼천흥건1차아파트,35.79414,127.116972
장동마을,35.79410851,127.0780925
삼천흥건1차아파트,35.79420696,127.1167361
장동마을,35.79428451,127.078151
국립전주보훈요양원,35.794087,127.070071
대문안,35.79446159,127.0475213
은혜마을,35.79448985,127.0743961
평화코오롱아파트,35.7944849,127.1321802
은석동입구,35.79441831,127.1930144
은석동입구,35.79442795,127.1926561
은혜마을,35.79463487,127.0742817
폐지승강장,35.79468716,127.1084714
폐지승강장,35.79469725,127.1086929
월선마을,35.794788,127.082339
월선마을,35.79489938,127.0821304
삼천우성그린아파트,35.795116,127.126225
농협평화지소,35.795132,127.131343
삼천우성아파트,35.79518,127.130372
평화2동주민센터,35.795293,127.136235
대문안종점,35.79562666,127.0476459
대문안종점,35.795647,127.0478303
삼천흥건2차아파트,35.796163,127.117015
삼천흥건2차아파트,35.79604654,127.1167263
평화2동주민센터,35.79607586,127.1365687
삼천주공6단지,35.796089,127.110314
삼천주공6단지,35.796111,127.11018
폭포산장,35.79617856,127.190032
삼산리입구,35.79649443,127.0865042
꽃밭정이네거리,35.79652,127.135699
꽃밭정이네거리,35.79650315,127.1346175
장승리종점,35.79628564,127.341871
삼산리입구,35.79681009,127.0876529
삼전2리마을,36.0928611,127.1650041
고산시장,35.9746064,127.2051465
고산시장,35.9745879,127.204958
남봉마을,35.9686128,127.1987028
남봉마을,35.9685413,127.1989359
덕동마을,36.0661385,127.1919573
덕동마을,36.0662472,127.1921567
예곡마을,36.0527611,127.2035285
예곡마을,36.0528341,127.2038835
옥포마을,36.0236712,127.2281378
옥포마을,36.0235806,127.2279383
구재마을,36.0398866,127.2714923
구재마을,36.0399134,127.2714145
요동마을,36.0486904,127.2737761
요동마을,36.0487624,127.2737315
동향동마을,36.058299,127.2764156
동향동마을,36.0581454,127.2762606
신공마을,36.0325684,127.1966745
신공마을,36.0326945,127.1966407
은빛마을,35.7367446,127.1555087
은빛마을,35.7366819,127.1556528
정각사,35.73167,127.1529099
정각사,35.7317425,127.1530312
불재,35.7219382,127.1456436
불재,35.7220288,127.145787
사기마을,35.6898536,127.1596893
사기마을,35.6899262,127.1598768
외량마을,35.6673755,127.1501499
외량마을,35.6673039,127.150338
동부대로여의역,35.874887,127.085681
동부대로여의역,35.8756177,127.0841438
메가월드,35.869941,127.114241
삼례사거리,35.9110678,127.0723103
삼례사거리,35.9109316,127.0720617
동부대로 농수산시장,35.8699127,127.1184873
차량등록사업소앞,35.867628,127.147173
CGV서전주.전북중장년내일센터,35.816584,127.105712
CGV서전주.전북중장년내일센터,35.8166,127.106248
호성유원아파트,35.8585547,127.153752
땟골마을,35.8407133,127.0183363
땟골마을,35.8406049,127.0183037
정농마을,35.83703038,127.0209448
왕벚꽃마을,35.7373169,127.1206723
왕벚꽃마을,35.7373625,127.1208159
봉동오투그란데,35.9951106,127.1303445
대율마을,35.7849141,127.0235042
전주천.서학예술마을,35.809981,127.15154
신평마을,35.8939217,127.0592656
신평마을,35.8940026,127.0591875
기린봉,35.821743,127.16133
건지산이지움,35.845354,127.147656
명성아파트,35.8771889,127.0783473
육육걸즈,35.7925302,127.0829759
육육걸즈,35.7926247,127.0829366
데크항공사거리,35.9541518,127.1252638
데크항공사거리,35.95485309,127.1255444
기전대재활승마장,35.8245861,126.9967549
위봉산성,35.90511034,127.2523357
위봉산성,35.90476828,127.2524054
사랑숲노인요양병원,35.94241193,127.2049863
사랑숲노인요양병원,35.94235676,127.2048206
유일여고.쌍용아파트,35.83723305,127.1581907
구사마을,35.853168,127.030771
구사마을,35.85328123,127.0303414
해오름아파트입구,35.82580441,127.1611369
해오름아파트입구,35.82575757,127.1608829
신복마을입구,35.903131,127.088906
신복마을입구,35.902966,127.089059
완산체련공원내,35.76754554,127.1024567
완산체련공원내,35.76770826,127.1025212
폐지승강장,35.76712978,127.095085
폐지승강장,35.76699517,127.0951639
두현마을,35.831562,127.071562
한일고등학교,35.831047,127.122497
테스트,35.84312559,127.1765617
황제식품,35.90540524,127.1846123
황제식품,35.90529574,127.184414
척동네거리,35.824062,127.097606
척동네거리,35.823857,127.09796
신시가지서부파출소,35.822202,127.096184
신시가지서부파출소,35.822313,127.096694
원반월마을,35.870514,127.061884
원반월마을,35.870345,127.061579
매산교,35.6816419,127.1029292
매산교,35.68157227,127.1032614
대덕삼거리,35.65778857,127.1096457
대덕삼거리,35.65770024,127.1098897
어우가름재,35.9673548,127.1816669
어우가름재,35.96723029,127.1819121
봉곡,35.96372128,127.1801523
봉곡,35.96379459,127.1803289
고산농협,35.97549192,127.2049475
하가부영아파트,35.842789,127.109075
하가부영아파트,35.842832,127.10944
흑석골입구,35.805126,127.150891
쌍계마을,35.93926878,127.1504871
쌍계마을,35.93903306,127.1502901
운교,35.88824877,127.1517991
운교마을,35.88415415,127.1539692
원이성마을,35.80601525,127.0466922
원이성마을,35.8058686,127.0463842
대문안,35.797394,127.047824
대문안,35.79796539,127.0476735
마암초교,35.60420968,127.105411
마암초교,35.60433766,127.1056523
삼례동초등학교,35.92054891,127.1050978
삼례동초등학교,35.92058486,127.1052086
신전마을,35.72291662,127.1150691
송천노인복지센터,35.868619,127.13086
송천노인복지센터,35.86863502,127.1309916
화정공원,35.870332,127.136096
홍산초교,35.82122921,127.0987727
홍산초교,35.82099506,127.0987975
국립원예특작과학원,35.83535427,127.0335762
국립원예특작과학원,35.835111,127.034461
구.이서종점,35.8198475,127.0206476
구.이서종점,35.81978679,127.0208231
수성사입구,35.71555088,127.1184003
용연마을,35.96003544,127.3097046
명지목마을,35.94738056,127.3158889
하검태마을,35.93429291,127.3285249
용연마을,35.96024369,127.3097689
신월삼거리,35.95999434,127.2947828
대아삼거리,35.97995104,127.2890165
신상,35.98639584,127.2580413
소향보건진료소,35.98388643,127.2545162
삼기삼거리,35.98859507,127.2210177
하삼마을,35.98688879,127.2191936
상삼마을,35.99366178,127.2214234
상삼마을,35.99351585,127.2211586
화산삼거리,35.999887,127.23079
화산삼거리,35.99997585,127.2305895
번대마을,36.00062288,127.2302949
번대마을,36.00046009,127.2302077
원종마을,36.00414125,127.2224296
원종마을,36.00397817,127.2222981
임전마을,36.00964919,127.2156754
임전마을,36.009505,127.2156768
라복마을,36.0181044,127.207626
라복마을,36.0178732,127.207468
창곡마을,36.0212304,127.2026089
창곡마을,36.02091918,127.2026053
정자삼거리,36.02788914,127.1990067
정자삼거리,36.02779813,127.1988745
화월리,36.03207939,127.2002515
화월리,36.0321506,127.2001176
화산파출소,36.03400814,127.2002541
화산파출소,36.03380988,127.2002562
화산면,36.034138,127.2035152
화산면,36.0342268,127.2033145
화월삼거리,36.03762056,127.193271
화월삼거리,36.03756514,127.1930718
봉산마을,36.04346007,127.1904814
봉산마을,36.0434036,127.1901269
돈의마을,36.05237879,127.1899017
돈의마을,36.05235912,127.1896578
수실마을,36.05804713,127.1884673
수실마을,36.0580276,127.1882455
부현마을,36.0627112,127.1877978
부현마을,36.06279952,127.1875305
부현삼거리,36.0697563,127.1859575
부현삼거리,36.069809,127.1854242
학정마을,36.07231201,127.1841465
학정마을,36.07225522,127.1837475
석천마을,36.07637714,127.180241
석천마을,36.07614055,127.1799104
화산터미널,36.03605914,127.2063584
화산터미널,36.03607569,127.2061363
하용.마안마을,36.00662529,127.2388282
하용.마안마을,36.0067709,127.2390486
상용마을,36.01169021,127.2387795
상용마을,36.0116912,127.2389348
경천저수지,36.01965652,127.2386141
경천저수지,36.01978241,127.2385685
갱금.오복마을,36.02095623,127.2474773
갱금.오복마을,36.02109946,127.2473206
경천면사무소,36.02199559,127.2522603
경천면사무소,36.02222783,127.2519253
죽립마을,36.0225815,127.2537193
죽림마을,36.02266886,127.2532746
원가천마을,36.03574927,127.2580781
원가천마을,36.0358204,127.2579221
용복마을,36.04133915,127.2613105
용복마을,36.04142777,127.2610655
신덕마을,36.0477388,127.2619607
신덕마을,36.0476935,127.2618054
석장마을,36.06256539,127.2584699
석장마을,36.06240097,127.2581162
수청마을,36.07549525,127.2535524
수청마을,36.07552895,127.2531746
월촌마을,36.09141748,127.2750333
월촌마을,36.09179828,127.2754074
운주터미널,36.09278434,127.2775082
운주터미널,36.09287326,127.2773075
수락마을,36.04250111,127.2156157
수락마을,36.04262583,127.2153925
거사리마을,36.04671223,127.2284477
거사리마을,36.04690993,127.228357
사치마을,35.9877091,127.1491416
사치마을,35.98737328,127.1490079
남동마을,36.03770037,127.2371307
남동마을,36.03773797,127.2373745
고산사거리,35.9770131,127.2072826
고산사거리,35.97728377,127.2073242
가정.봉판마을,36.03883636,127.190373
가정.봉판마을,36.03872776,127.1903075
소향창포마을,35.98840865,127.2599743
고산성당,35.9750802,127.2108903
자포삼거리,35.9779442,127.2133645
고산새마을금고,35.9747589,127.2085178
고산성당,35.9751883,127.2108344
자포삼거리,35.9780341,127.2132533
다자미마을,35.9101829,127.2836357
다자미마을,35.9104445,127.2836849
단지마을,35.9128024,127.2813344
단지마을,35.9130458,127.2813005
구라마을,36.0336448,127.1779812
구라마을,36.0337712,127.1780362
원구제,36.0728939,127.2427555
원구제,36.0728036,127.2426892
백석,36.0884646,127.2346961
백석,36.0882845,127.2347634
완주군독립기념관,36.0417105,127.2590925
완주군독립기념관,36.0415935,127.2591595
만수동마을,36.0444836,127.2527895
만수동마을,36.0443395,127.2528454
미남마을,36.0575998,127.2269885
미남마을,36.0574192,127.2268892
미서마을,36.0601907,127.2245478
미서마을,36.0600201,127.224826
원승치마을,36.0835839,127.2155917
원승치마을,36.0834754,127.2154921
현함마을,35.9918819,127.1643222
현암마을,35.9919491,127.1641887
백도마을,36.0027221,127.1622457
백도마을,36.0025869,127.1622463
능암마을,36.0198148,127.1569511
능암마을,36.0197473,127.1570069
자암마을,35.9956899,127.1671463
자암마을,35.9957663,127.1670406
신기마을,35.997993,127.1819318
신기마을,35.9980469,127.1818373
담곡마을,36.0020376,127.1755356
담곡마을,36.0020598,127.1754412
원이전마을,36.0040709,127.1909894
원이전마을,36.0039898,127.1910286
구상마을,36.0061575,127.1942824
구상마을,36.0060852,127.1942216
원수선마을,36.0108177,127.1903805
원수선마을,36.0107229,127.1903198
수선리종점,36.0139679,127.1865674
수선리종점,36.0138956,127.1865177
구하마을,36.0041827,127.2031446
구하마을,36.0040477,127.2032227
관덕마을,35.9852862,127.2071535
관덕마을,35.985403,127.2069755
중리마을,36.0116941,127.1379218
중리마을,36.0116982,127.1377886
test0722,35.9441492,127.2396643
test0722-2,35.9424645,127.2444817
상관농협로컬푸드,35.77402099,127.2051218
삼천호반리젠시빌,35.79859981,127.1108342
이랑둥지,35.81250526,127.3172256
농수산시장,35.86926757,127.118081
소양교,35.87612216,127.1571569
오송중.예비군훈련장 입구,35.864837,127.12873
명주골네거리.대자인병원,35.84548171,127.1528784
새터,35.84428908,127.2744645
학다리마을,35.94395661,127.1723104
폐지승강장,35.79873725,127.1082313
온고을장례식장,35.849983,127.08302
고산새마을금고,35.9745874,127.2084186
난산마을,35.74951589,127.164234
기룡마을,35.75098566,127.0024841
기룡마을,35.75097489,127.0027097
용정마을,35.75506744,127.0014255
하척마을,35.75089421,127.1550488
하척마을,35.75103026,127.1549304
백암마을,35.75219667,127.2184735
백암마을,35.75260431,127.2186473
동적골,35.75288396,127.1247919
비송골,35.753006,127.115338
동적골,35.752845,127.12504
비송골,35.753034,127.115401
추동,35.754315,127.111779
추동,35.754399,127.111776
화원마을,35.75523732,127.1658011
화원마을,35.75528778,127.1659559
상척마을,35.755598,127.157028
상척마을,35.75592506,127.1571078
낙봉사입구,35.76038294,127.1622151
낙봉사입구,35.76048113,127.1623472
원당리,35.76097774,127.1112556
소용마을입구,35.7609249,127.1586341
원당리,35.76105811,127.1111497
원당리입구,35.76267198,127.112992
원당리입구,35.76269692,127.1131461
신흥리,35.76267367,127.2153627
송천신일아파트(송천현대),35.86184032,127.1312569
풍남중,35.799513,127.116746
흑석대승푸른맨션,35.79957576,127.1505434
부흥마을,35.79946269,127.2425518
삼천지구대,35.799796,127.120469
장승백이,35.799783,127.143638
장승리종점입구,35.79944378,127.3376235
안산마을,35.799931,127.0786376
부흥마을,35.79973063,127.2426376
전주박물관전주역사박물관,35.79995508,127.0923108
삼천지구대,35.799896,127.120174
안산마을,35.79999923,127.0786663
전주박물관전주역사박물관,35.799974,127.093325
장승리종점입구,35.79965825,127.3377429
안행현대아파트_,35.80016138,127.1303502
안행현대아파트_,35.80070329,127.131028
대성동도로교통공단,35.80074242,127.1709038
안행금호아파트_,35.80096499,127.1323958
쑥고개로.용산마을입구,35.801036,127.096201
서서학우정목련아파트,35.80104093,127.1463865
신월마을,35.81129292,127.0272466
남부시장,35.81132263,127.149731
매곡교.완산도서관.완산벙커,35.811425,127.145655
낙성리종점,35.81145235,126.9902918
낙성리종점,35.81146627,126.9901304
중화산동현대아파트,35.811756,127.128924
전주상업정보고,35.81186949,127.1253843
튼튼한방병원.나눔요양병원,35.812378,127.13005
풍림아이원,35.8120153,127.1257966
완산구청,35.81228152,127.1208052
완산동시외버스정류소,35.81220216,127.1392574
완산동시외버스정류소,35.81225757,127.1390367
민목리,35.8122872,127.2526613
서원로완산구청네거리,35.81265423,127.1175479
완산구청,35.812674,127.118892
남부시장,35.81273721,127.1488857
중화산한신코아,35.81306116,127.1156093
거마평로이동교,35.81288005,127.1138879
예수병원,35.813291,127.132759
서원로이동교,35.81323,127.11474
거마평로이동교,35.81342648,127.1129979
한마음병원.전주병원,35.8134,127.122872
효자엘드아파트,35.81345643,127.1081274
호남제일고,35.81348304,127.0980738
한벽루자만벽화마을,35.813583,127.156529
전북체육고 마수리,35.86489788,127.2472625
방죽안마을,35.86518307,127.0276018
오송중.예비군훈련장 입구,35.86522573,127.1287752
전주공고,35.86542536,127.0806723
송천동성원무지개아파트,35.86543274,127.1218195
전북자동차학원,35.8656265,127.1604794
전북자동차학원,35.86564054,127.1602759
덕동,35.86584684,127.0137548
용정마을,35.86595784,127.1667724
월드컵경기장남문,35.866143,127.063784
용정마을,35.86606524,127.1668453
송천롯데아파트,35.8661518,127.1147097
송천현대아파트,35.86617907,127.127061
부동마을,35.86626607,127.0462187
송천현대아파트,35.8662239,127.1273344
부동마을,35.866307,127.0460874
월드컵경기장남문,35.866239,127.063925
호성진흥3단지,35.86634247,127.1473127
송천롯데아파트,35.866698,127.114429
마치신덕마을,35.773491,127.2354507
마치신덕마을,35.77361691,127.2354601
금구중학교,35.77410805,127.0110454
금구중학교,35.77418989,127.0111328
망월리,35.77449441,127.0957418
홍산로전북도청,35.821752,127.105808
문석골,35.82163192,127.1747701
전주초교.객리단길,35.821687,127.140205
효자공원,35.82187035,127.084835
효자공원_,35.82187164,127.0871654
효자공원_,35.82218889,127.0871188
태진로.전주청소년센터,35.82246074,127.1374578
공구거리.상진신협.영화의거리,35.82265575,127.1438997
후농마을,35.8225803,127.0327327
천지마을,35.83719137,127.282865
천지마을,35.83718659,127.2829839
태진로.전주청소년센터,35.82253727,127.1376278
공구거리.상진신협.영화의거리,35.82255149,127.1431815
만절리고개,35.82308766,127.0815692
전주제일고 입구,35.822994,127.155225
현대에코르아파트후문,35.82300677,127.1179522
전주시청.노송동시외버스정류소,35.82307474,127.1496793
현대에코르아파트후문,35.82327219,127.1181565
전주제일고 입구,35.823152,127.154485
만절리고개,35.82352817,127.081201
천사마을,35.82349591,127.1592411
새금동,35.82381706,127.0497973
천사마을,35.823453,127.158406
하늘채아파트,35.823631,127.115829
홍산로 경찰청,35.823922,127.106093
홍산로 경찰청,35.824018,127.105798
돌꼭지,35.8242533,127.0364036
중앙시장.중앙성당.방송대,35.82397975,127.1446291
개태마을,35.8226376,127.0333483
신풍마을입구,35.8239688,127.0409703
백제대로중산공원,35.8242611,127.1224763
전주고등학교,35.824151,127.152919
새금동,35.82438006,127.0497389
승화원입구_,35.8243876,127.0934812
국립축산과학원,35.824934,127.063601
중앙시장.세이브존,35.824475,127.144695
삼우중,35.82288124,127.0222764
삼우중,35.82296126,127.0221118
어은골,35.8244905,127.1325589
현대에코르아파트,35.82461453,127.1160798
약암마을,35.82450595,127.2621363
전주시청.노송동시외버스정류소,35.82471365,127.1484427
혁신도시입구,35.8249595,127.071243
약암마을,35.82473155,127.2620199
마당재,35.82493459,127.1633817
기전중.기전여고,35.82505656,127.1012996
상림동,35.82527408,127.0613151
중앙시장(폐지),35.82535401,127.1416787
호반베르디움아파트,35.8252457,127.108368
유연로중산공원,35.82523671,127.1204639
오봉리,35.78545284,127.0553451
오봉리,35.78554435,127.055521
망월리,35.77467522,127.0959759
소리실,35.770853,127.127341
소리실,35.770657,127.126907
수월마을,35.77478429,127.2167026
수월마을,35.7748418,127.2165283
용정리,35.77512982,127.2319265
용정리,35.77524801,127.2319941
마치마을,35.77606635,127.2444392
떡정거리,35.776493,127.102482
떡정거리,35.77639583,127.1020071
마치마을,35.77620521,127.2443091
금구파출소,35.7756021,127.0109081
금구파출소,35.7757803,127.0110298
월암마을,35.77790712,127.2011877
부평,35.77815592,127.1186861
월암마을,35.77809559,127.2012101
수원지,35.77827929,127.2192172
수원지,35.77841237,127.2191009
용강마을,35.77880568,127.104289
우목실,35.77872864,127.0938638
우목실,35.77884498,127.0938866
용강마을,35.77933806,127.1046945
비아마을입구,35.77890013,127.0996142
마치삼거리,35.77886217,127.2256383
마치삼거리,35.77898428,127.2256334
봉산마을삼성생명연수원,35.77928343,127.0166442
용와,35.77936912,127.1167743
봉산마을삼성생명연수원,35.77943628,127.0165408
용와,35.77951566,127.1168902
전주교도소,35.779327,127.129321
전주교도소,35.779692,127.129315
덕산마을,35.78189092,127.1980101
어전마을,35.78213418,127.0182322
어전마을,35.78222188,127.0180147
우림로정동마을,35.782234,127.106806
